Year,OverallPick,Name,age,height,pos,COLLEGE,SEASON,ncaaG,ncaaMP,ncaaFGM,ncaaFGA,ncaaFGPER,ncaaM2PM,ncaa2PA,ncaa2PER,ncaa3PM,ncaa3PA,ncaa3PER,ncaaFTM,ncaaFTA,ncaaFTPER,ncaaTRB,ncaaAST,ncaaSTL,ncaaBLK,ncaaTOV,ncaaPF,ncaaPTS,nbaG,nbaMP,nbaPTS,nbaTRB,nbaAST,nbaFGPER,nba3PER,nbaFTPER,nbaMP_G,nbaPTS_G,nbaTRB_G,nbaAST_G,nbaWS,nbaWS_48,nbaBPM,nbaVORP
2013,41,Jamaal Franklin,21.347,77,Guard,San Diego State University,2012-13,32,1058,6.2,15.2,0.411,4.7,9.6,0.492,1.5,5.6,0.272,6.5,8.3,0.781,11.5,4,1.9,1,4.2,3.1,20.5,24,174,42,25,9,0.415,0.462,1,7.3,1.8,1,0.4,0,-0.006,-5.4,-0.1
2013,22,Mason Plumlee,23.12,82,Big,Duke University,2012-13,36,1248,7.1,11.8,0.599,7.1,11.8,0.599,0,0,,5.5,8.1,0.681,11.5,2.2,1.2,1.7,3.3,2.9,19.7,315,7250,2828,2054,644,0.559,0,0.582,23,9,6.5,2,21.5,0.143,2.2,7.7
2013,18,Shane Larkin,20.273,71,Guard,University of Miami,2012-13,36,1311,5.6,11.7,0.479,3.5,6.5,0.538,2.1,5.2,0.406,2.7,3.4,0.777,4.2,5,2.2,0.1,2.5,1.8,15.9,202,4105,1168,398,639,0.43,0.328,0.762,20.3,5.8,2,3.2,3,0.035,-2.6,-0.6
2013,29,Archie Goodwin,18.319,77,Guard,University of Kentucky,2012-13,33,1048,6,13.6,0.44,5.3,11.2,0.478,0.6,2.4,0.266,5.2,8.1,0.637,5.8,3.4,1.4,0.6,3.9,3.7,17.8,165,2396,1040,331,206,0.429,0.236,0.7,14.5,6.3,2,1.2,1.1,0.022,-4.2,-1.3
2013,32,Alex Abrines,19.335,13,,,,,,,,,,,,,,,,,,,,,,,,,1055,406,86,40,0.393,0.381,0.898,15.5,6,1.3,0.6,2.1,0.095,-2.5,-0.1,
2013,3,Otto Porter,20.029,80,Big,Georgetown University,2012-13,31,1097,6.1,12.8,0.48,4.6,9,0.504,1.6,3.7,0.422,4.4,5.7,0.777,8.5,3.1,2.1,1,1.7,2.2,18.3,266,6632,2469,1184,316,0.481,0.389,0.774,24.9,9.3,4.5,1.2,17.7,0.128,1.7,6.2
2013,16,Lucas Nogueira,20.341,13,,,,,,,,,,,,,,,,,,,,,,,,,1336,324,300,50,0.639,0.267,0.628,14.5,3.5,3.3,0.5,4.4,0.158,4.7,2.3,
2013,4,Cody Zeller,20.27,85,Big,Indiana University,2012-13,36,1062,7.5,13.3,0.564,7.5,13.2,0.567,0,0.1,,7.4,9.8,0.757,10.9,1.8,1.4,1.7,3.1,3,22.4,279,6402,2239,1575,362,0.5,0.154,0.734,22.9,8,5.6,1.3,18.4,0.138,0.6,4.2
2013,55,Joffrey Lauvergne,21.276,13,,,,,,,,,,,,,,,,,,,,,,,,,2289,933,618,139,0.471,0.293,0.741,15,6.1,4,0.9,3.9,0.081,-2.9,-0.5,
2013,30,Nemanja Nedovic,22.017,13,,,,,,,,,,,,,,,,,,,,,,,,,142,26,15,13,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.6,-0.3,
2013,38,Nate Wolters,22.049,76,Guard,South Dakota State University,2012-13,33,1256,7.7,15.9,0.485,5.7,10.5,0.539,2,5.4,0.379,6,7.3,0.813,5.9,6.1,1.8,0.1,2.5,1.6,23.4,79,1556,459,183,208,0.426,0.261,0.635,19.7,5.8,2.3,2.6,1,0.03,-3.9,-0.7
2013,28,Livio Jean-Charles,19.236,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,43,Ricky Ledo,20.295,13,,Providence College,,,,,,,,,,,,,,,,,,,,,,,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.8,-0.4,
2013,57,Alex Oriakhi,23.012,81,Big,University of Missouri,2012-13,34,878,6.3,9.8,0.639,6.3,9.8,0.639,0,0,,4.8,6.5,0.746,13,0.5,0.9,2.5,2.1,3.6,17.4,,,,,,,,,,,,,,,,
2013,46,Erick Green,22.055,75,Guard,Virginia Polytechnic Institute and State University,2012-13,32,1166,9,18.9,0.475,6.9,13.5,0.509,2.1,5.4,0.389,7.5,9.2,0.816,4.4,4.2,1.4,0.2,2.4,1.5,27.5,52,452,159,37,42,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.1,0.011,-5.1,-0.3
2013,5,Alex Len,20.016,85,Big,University of Maryland,2012-13,38,1004,6.9,12.9,0.534,6.9,12.6,0.544,0,0.3,0.125,4.2,6.1,0.686,11.9,1.5,0.3,3.1,2.4,4,18,266,5261,1834,1657,177,0.465,0.227,0.716,19.8,6.9,6.2,0.7,7.9,0.072,-2.5,-0.7
2013,49,Erik Murphy,22.25,82,Big,University of Florida,2012-13,36,952,6.9,13.4,0.516,3.9,6.7,0.579,3,6.7,0.453,1.7,2.1,0.784,8.4,2.1,1,1.1,2.1,4.2,18.5,24,62,6,8,2,0.231,0,,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.1,-0.1
2013,1,Anthony Bennett,20.11,80,Big,University of Nevada Las Vegas,2012-13,35,950,8.5,16,0.533,7,11.9,0.587,1.5,4,0.375,5.2,7.5,0.701,12,1.4,1,1.8,2.7,3.4,23.7,151,1905,658,472,77,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-5.6,-1.7
2013,27,Rudy Gobert,21.006,13,,,,,,,,,,,,,,,,,,,,,,,,,7268,2484,2633,304,0.612,0,0.614,27,9.2,9.8,1.1,30.4,0.201,4.7,12.2,
2013,39,Jeff Withey,23.118,85,Big,University of Kansas,2012-13,37,1144,6.5,11.1,0.582,6.4,11.1,0.58,0,0,1,4.8,6.7,0.714,11,1.2,1,5.1,2.6,2.7,17.8,197,2033,651,508,64,0.531,0,0.717,10.3,3.3,2.6,0.3,6.8,0.161,0.9,1.5
2013,26,Andre Roberson,21.211,79,Big,University of Colorado,2012-13,31,1036,5.1,10.6,0.48,4.4,8.4,0.521,0.7,2.2,0.328,2.1,3.8,0.551,13.4,1.7,2.6,1.6,2.9,3,13,256,5614,1162,1002,211,0.473,0.26,0.493,21.9,4.5,3.9,0.8,10.6,0.09,0.4,3.5
2013,58,Deshaun Thomas,21.308,79,Big,Ohio State University,2012-13,37,1309,7.9,17.8,0.444,5.7,11.4,0.5,2.2,6.4,0.344,4.3,5.2,0.834,6.7,1.5,0.6,0.3,1.6,1.7,22.3,,,,,,,,,,,,,,,,
2013,20,Tony Snell,21.235,79,Guard,University of New Mexico,2012-13,35,1093,5.3,12.5,0.422,2.9,6.5,0.452,2.3,6,0.39,3.1,3.7,0.843,3.4,3.7,1.1,0.6,2.6,1.7,16,293,6280,1802,747,289,0.416,0.373,0.813,21.4,6.2,2.5,1,7.9,0.06,-2.1,-0.1
2013,59,Bojan Dubljevic,21.252,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,14,Shabazz Muhammad,20.231,78,Guard,University of California Los Angeles,2012-13,32,987,8.2,18.5,0.443,6.6,14.2,0.463,1.6,4.3,0.377,5.2,7.3,0.711,6.8,1.1,0.9,0.2,2.1,2.1,23.2,235,4354,2290,694,137,0.476,0.322,0.749,18.5,9.7,3,0.6,7.7,0.085,-3.9,-2.1
2013,34,Isaiah Canaan,22.043,73,Guard,Murray State University,2012-13,31,1131,7.6,17.6,0.431,4.3,8.7,0.494,3.3,9,0.37,5.4,6.5,0.822,3.9,4.7,1.7,0.1,3.5,2.1,23.9,185,3748,1560,334,294,0.368,0.352,0.828,20.3,8.4,1.8,1.6,3.6,0.046,-2.8,-0.7
2013,2,Victor Oladipo,21.059,77,Guard,Indiana University,2012-13,36,1021,7.1,11.9,0.599,6,9.2,0.644,1.2,2.7,0.441,3.8,5.1,0.746,8.9,2.9,3.1,1.1,3.3,3.5,19.2,291,9661,4618,1267,1080,0.434,0.346,0.8,33.2,15.9,4.4,3.7,13.7,0.068,-0.1,4.7
2013,31,Allen Crabbe,21.084,78,Guard,University of California,2012-13,33,1195,7.2,15.7,0.459,5.1,9.5,0.532,2.1,6.2,0.348,3.8,4.7,0.813,6.7,2.9,1.2,0.8,2.8,2.3,20.3,226,5142,1878,523,237,0.456,0.411,0.848,22.8,8.3,2.3,1,9.8,0.091,-0.9,1.5
2013,42,Pierre Jackson,21.308,70,Guard,Baylor University,2012-13,36,1252,6.9,16.2,0.427,4.1,8.3,0.49,2.8,7.8,0.359,6.1,7.7,0.8,4.3,8.1,1.7,0,3.9,2.6,22.7,8,84,35,9,19,0.333,0.273,0.857,10.5,4.4,1.1,2.4,0,0.021,-4.4,-0.1
2013,36,Ray McCallum,22.021,13,,University of Detroit Mercy,,,,,,,,,,,,,,,,,,,,,,,2808,920,306,368,0.408,0.335,0.711,18.2,6,2,2.4,2.1,0.035,-2.8,-0.6,
2013,60,Janis Timma,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,53,Colton Iverson,24.004,82,Big,Colorado State University,2012-13,35,1033,7.1,11.9,0.596,7.1,11.9,0.596,0,0,,5.1,8.6,0.59,13.2,1.8,0.8,1,2.7,3.5,19.2,,,,,,,,,,,,,,,,
2013,51,Romero Osby,,80,Big,University of Oklahoma,2012-13,32,912,7.6,14.5,0.526,7.2,13.8,0.525,0.4,0.7,0.529,6.8,8.5,0.794,9.9,1.8,0.9,1.2,1.8,3.4,22.4,,,,,,,,,,,,,,,,
2013,35,Glen Rice,22.183,13,,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,152,43,24,9,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.065,-7.3,-0.2,
2013,9,Trey Burke,20.232,73,Guard,University of Michigan,2012-13,39,1378,7.5,16.3,0.463,5.3,10.5,0.506,2.2,5.7,0.384,3.9,4.8,0.801,3.6,7.5,1.8,0.6,2.5,2.1,21.1,267,6619,2832,571,972,0.39,0.337,0.813,24.8,10.6,2.1,3.6,5.9,0.043,-2.5,-0.9
2013,33,Carrick Felix,22.32,78,Guard,Arizona State University,2012-13,35,1235,6.1,12.2,0.5,4.4,7.7,0.573,1.7,4.5,0.374,2.6,4,0.664,9.2,1.8,1.6,1.3,2.3,3.4,16.6,7,38,19,6,4,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0,0.057,-4.7,0
2013,40,Grant Jerrett,19.359,82,Big,University of Arizona,2012-13,34,606,4.2,10.2,0.409,2,5,0.413,2.1,5.2,0.405,1.2,1.5,0.818,8.1,1.2,1.1,2.2,1.3,2.9,11.6,8,51,16,9,3,0.269,0.067,1,6.4,2,1.1,0.4,-0.1,-0.128,-8.4,-0.1
2013,23,Solomon Hill,22.107,79,Big,University of Arizona,2012-13,35,1154,5.5,12,0.458,3.5,6.9,0.508,2,5.1,0.39,3.3,4.3,0.766,6.5,3.3,1.4,0.7,2.7,2.6,16.2,249,5847,1585,828,394,0.4,0.336,0.822,23.5,6.4,3.3,1.6,8.7,0.072,-0.3,2.4
2013,6,Nerlens Noel,19.083,82,Big,University of Kentucky,2012-13,24,765,5.1,8.7,0.59,5.1,8.7,0.59,0,0,,2.9,5.4,0.529,11.9,2,2.6,5.5,2.4,3.2,13.1,193,5323,1936,1447,300,0.511,0.333,0.618,27.6,10,7.5,1.6,11,0.099,1.2,4.3
2013,47,Raul Neto,21.044,13,,,,,,,,,,,,,,,,,,,,,,,,,1845,576,150,208,0.434,0.383,0.759,15.2,4.8,1.2,1.7,2.5,0.066,-1.9,0,
2013,54,Arsalan Kazemi,23.072,79,Big,University of Oregon,2012-13,35,1016,4.4,7.5,0.595,4.4,7.4,0.598,0,0,,4,5.9,0.675,13.8,1.9,2.8,0.9,2,2.6,12.9,,,,,,,,,,,,,,,,
2013,48,Ryan Kelly,22.085,83,Big,Duke University,2012-13,23,664,5.8,12.8,0.453,3.7,7.8,0.473,2.1,5,0.422,4.2,5.1,0.812,7.3,2.3,1,2.2,1.4,3.3,17.8,163,3125,981,504,215,0.378,0.316,0.797,19.2,6,3.1,1.3,3,0.046,-2.2,-0.2
2013,10,C.J. McCollum,21.287,75,Guard,Lehigh University,2012-13,12,372,10.3,20.9,0.495,6.8,14,0.485,3.5,6.9,0.516,6.7,7.8,0.849,6.5,3.8,1.8,0.4,3.4,2.3,30.9,260,7025,4128,689,717,0.459,0.413,0.844,27,15.9,2.7,2.8,15.7,0.107,0.2,3.9
2013,15,Giannis Antetokounmpo,18.208,13,,,,,,,,,,,,,,,,,,,,,,,,,10106,4737,2193,1136,0.497,0.277,0.74,31.8,14.9,6.9,3.6,27,0.128,2.6,11.7,
2013,37,Tony Mitchell,21.086,80,Big,University of North Texas,2012-13,32,1037,5.4,12.3,0.44,4.2,8.4,0.505,1.2,3.9,0.3,4.1,6.1,0.675,10.5,1,1.2,3.4,3,3.6,16,21,79,22,26,2,0.417,1,0.579,3.8,1,1.2,0.1,0.2,0.151,1.3,0.1
2013,11,Michael Carter-Williams,21.266,78,Guard,Syracuse University,2012-13,40,1409,4.4,11.2,0.393,3.4,7.8,0.436,1,3.4,0.294,3.7,5.3,0.694,5.6,8.3,3.1,0.6,3.9,2.6,13.5,235,7058,3053,1218,1277,0.407,0.252,0.696,30,13,5.2,5.4,3.5,0.024,-0.8,2.2
2013,45,Marko Todorovic,21.074,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1,Anthony Davis,19.114,82,Big,University of Kentucky,2011-12,40,1281,6.6,10.5,0.623,6.5,9.9,0.653,0.1,0.6,0.15,4.5,6.3,0.709,13,1.6,1.7,5.8,1.3,2.4,17.7,335,11531,7497,3404,590,0.513,0.29,0.787,34.4,22.4,10.2,1.8,48.8,0.203,4.1,17.7
2012,34,Jae Crowder,21.363,78,Big,Marquette University,2011-12,35,1153,7.5,15.1,0.498,5.4,9,0.602,2.1,6.1,0.345,4.1,5.6,0.735,10.2,2.5,3.1,1.2,1.5,3.2,21.3,383,8897,3413,1462,538,0.435,0.346,0.785,23.2,8.9,3.8,1.4,21.7,0.117,1.2,7.3
2012,19,Andrew Nicholson,22.208,81,Big,St. Bonaventure University,2011-12,32,962,9.1,16,0.571,8.2,13.8,0.593,1,2.2,0.434,5.3,6.9,0.776,11.2,1.4,0.9,2.6,3.3,3.7,24.6,285,4080,1700,857,126,0.467,0.321,0.773,14.3,6,3,0.4,3.8,0.045,-5.3,-3.4
2012,16,Royce White,21.085,80,Big,Iowa State University,2011-12,34,1072,6.5,12.2,0.534,6.4,11.8,0.541,0.1,0.4,0.333,3.8,7.6,0.498,11.8,6.3,1.5,1.2,4.9,3.3,17,3,9,0,0,0,0,,,3,0,0,0,0,-0.121,-10.4,0
2012,48,Kostas Papanikolaou,21.338,13,,,,,,,,,,,,,,,,,,,,,,,,,1089,249,158,101,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.8,-0.2,
2012,53,Furkan Aldemir,20.329,13,,,,,,,,,,,,,,,,,,,,,,,,,540,93,176,28,0.513,0,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-0.7,0.2,
2012,41,Tyshawn Taylor,22.083,75,Guard,University of Kansas,2011-12,39,1303,6.9,14.6,0.477,5.2,9.9,0.522,1.8,4.7,0.382,4.2,6.1,0.688,2.8,5.7,1.6,0.2,4.2,2.4,19.9,61,491,174,33,57,0.354,0.36,0.684,8,2.9,0.5,0.9,-0.9,-0.088,-8.8,-0.8
2012,58,Robbie Hummel,23.118,80,Big,Purdue University,2011-12,35,1128,6.9,16.5,0.417,4.3,9.8,0.44,2.6,6.7,0.383,4,4.9,0.825,8.9,2.3,0.8,1.5,1.1,2.6,20.3,98,1397,379,266,50,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-2.9,-0.3
2012,5,Thomas Robinson,21.109,13,,University of Kansas,,,,,,,,,,,,,,,,,,,,,,,4204,1528,1507,190,0.47,0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.2,-1.3,
2012,24,Jared Cunningham,21.043,76,Guard,Oregon State University,2011-12,36,1245,6.4,14.1,0.45,4.8,9.4,0.507,1.6,4.8,0.338,6.4,8.7,0.737,4.4,3.2,2.9,0.5,3.3,2.8,20.7,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6
2012,32,Tomas Satoransky,20.247,13,,,,,,,,,,,,,,,,,,,,,,,,,719,154,83,92,0.418,0.243,0.697,12.6,2.7,1.5,1.6,0.6,0.041,-3.1,-0.2,
2012,14,John Henson,21.188,83,Big,University of North Carolina,2011-12,35,1019,8,16.1,0.5,8,16.1,0.5,0,0,,2.7,5.3,0.511,13.7,1.7,0.8,4,1.8,2.2,18.8,315,5994,2418,1622,314,0.534,0,0.572,19,7.7,5.1,1,13.8,0.11,0.5,3.8
2012,33,Bernard James,27.148,13,,Florida State University,,,,,,,,,,,,,,,,,,,,,,,761,203,212,13,0.497,0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.1,0.2,
2012,11,Meyers Leonard,20.127,85,Big,University of Illinois at Urbana-Champaign,2011-12,32,1018,6.7,11.4,0.584,6.6,11,0.604,0,0.4,0.091,3.7,5,0.732,10.3,1.7,0.6,2.4,2.7,3.7,17.1,299,4963,1714,1166,246,0.461,0.371,0.825,16.6,5.7,3.9,0.8,9.4,0.091,-2.1,-0.1
2012,7,Harrison Barnes,20.034,80,Big,University of North Carolina,2011-12,38,1111,8.2,18.8,0.44,6.5,13.8,0.469,1.8,4.9,0.358,5.1,7,0.723,7.1,1.5,1.5,0.5,2.7,2.4,23.3,386,11425,4605,1819,564,0.453,0.37,0.776,29.6,11.9,4.7,1.5,22.3,0.094,-1,2.9
2012,13,Kendall Marshall,20.319,76,Guard,University of North Carolina,2011-12,36,1189,3.5,7.6,0.467,2.6,4.9,0.527,0.9,2.7,0.354,1.9,2.7,0.696,3.2,11.8,1.4,0.2,3.4,1.9,9.9,160,3083,802,253,779,0.399,0.37,0.611,19.3,5,1.6,4.9,1,0.015,-5.6,-2.8
2012,23,John Jenkins,21.12,76,Big,Vanderbilt University,2011-12,35,1177,7.4,15.6,0.474,2.8,5.2,0.542,4.6,10.4,0.439,4.4,5.2,0.837,3.4,1.4,1,0.4,1.9,1.4,23.7,145,1850,734,213,116,0.448,0.364,0.849,12.8,5.1,1.5,0.8,2.7,0.071,-3.6,-0.7
2012,20,Evan Fournier,19.247,13,,,,,,,,,,,,,,,,,,,,,,,,,8392,3918,824,691,0.445,0.379,0.791,26.3,12.3,2.6,2.2,12.9,0.074,-1.1,2,
2012,36,Orlando Johnson,23.115,77,Guard,University of California Santa Barbara,2011-12,31,1067,7.8,17.2,0.451,5.1,11.1,0.464,2.6,6.1,0.427,4.8,6.8,0.698,6.7,3.4,1.3,0.9,2.8,2.1,22.9,103,1112,329,180,69,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-3.8,-0.5
2012,37,Quincy Acy,21.271,79,Big,Baylor University,2011-12,38,1130,5.6,9.7,0.577,5.5,9.5,0.576,0.1,0.2,0.6,4.8,6.2,0.782,10,1.3,1.2,2.5,2.5,4.1,16.1,257,3910,1214,897,152,0.482,0.366,0.75,15.2,4.7,3.5,0.6,7.8,0.095,-1.6,0.4
2012,6,Damian Lillard,21.354,74,Guard,Weber State University,2011-12,32,1105,8.4,17.9,0.467,5,9.6,0.517,3.4,8.3,0.409,8.3,9.3,0.887,5.8,4.6,1.7,0.3,2.7,2.2,28.4,396,14399,8880,1593,2446,0.43,0.37,0.877,36.4,22.4,4,6.2,45.5,0.152,3.1,18.7
2012,47,Kevin Murphy,22.12,79,Guard,Tennessee Technological University,2011-12,33,1139,8.4,18.9,0.444,5.6,12.2,0.46,2.8,6.7,0.416,4.4,6,0.721,6.1,2.7,1,0.2,3.8,2.5,23.9,17,52,15,4,2,0.25,0.2,,3.1,0.9,0.2,0.1,-0.3,-0.272,-17.6,-0.2
2012,9,Andre Drummond,18.327,82,Big,University of Connecticut,2011-12,34,967,6.5,12.1,0.538,6.5,12,0.541,0,0.1,,1.1,3.6,0.295,10.6,0.6,1.2,3.8,2.2,3.1,14.1,385,11439,5120,4946,276,0.548,0.263,0.381,29.7,13.3,12.8,0.7,36.1,0.151,0.7,7.7
2012,40,Will Barton,21.179,78,Guard,University of Memphis,2011-12,35,1236,7.4,14.6,0.509,6.2,11.2,0.559,1.2,3.5,0.346,4.3,5.8,0.749,9,3.3,1.6,0.8,2.4,2.4,20.4,314,6322,2856,1116,581,0.427,0.324,0.784,20.1,9.1,3.6,1.9,9,0.068,-1,1.5
2012,25,Tony Wroten,19.081,77,Guard,University of Washington,2011-12,35,1062,7.5,16.8,0.443,7.1,14.7,0.483,0.3,2.1,0.161,5.8,9.9,0.583,6.6,4.9,2.5,0.5,5,3.5,21.1,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3,-1.3,-0.021,-4.1,-1.6
2012,21,Jared Sullinger,20.121,81,Big,Ohio State University,2011-12,37,1123,8.1,15.6,0.519,7.6,14.2,0.531,0.6,1.4,0.4,6.2,8.1,0.768,12.1,1.6,1.5,1.4,2.5,3.9,23,269,6532,2893,2006,477,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.113,0.5,4.1
2012,43,Mike Scott,23.353,80,Big,University of Virginia,2011-12,32,999,8.6,15.3,0.563,8.4,14.5,0.577,0.2,0.8,0.3,5.6,6.9,0.808,10.6,1.5,0.8,0.6,2.7,2.2,23,281,4322,1988,836,257,0.46,0.336,0.786,15.4,7.1,3,0.9,9.2,0.103,-2.4,-0.4
2012,28,Perry Jones,20.283,83,Big,Baylor University,2011-12,33,1013,7.2,14.4,0.5,6.8,13.1,0.52,0.4,1.3,0.303,2.8,4,0.696,10,1.7,1.1,0.8,2.2,3,17.6,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-4.6,-1.1
2012,30,Festus Ezeli,22.256,83,Big,Vanderbilt University,2011-12,26,603,5.9,10.9,0.539,5.9,10.9,0.539,0,0,,5.6,9.2,0.604,10.2,0.5,0.7,3.4,3.8,5.4,17.4,170,2394,712,725,63,0.513,,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-1.1,0.6
2012,51,Kris Joseph,23.199,79,Big,Syracuse University,2011-12,37,1192,5.5,13.1,0.421,3.8,8.1,0.467,1.7,5,0.345,3.9,5.3,0.745,5.8,1.9,1.7,0.8,1.8,2.1,16.6,10,54,9,7,1,0.143,0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-10.5,-0.1
2012,55,Darius Johnson-Odom,22.279,74,Guard,Marquette University,2011-12,34,1120,7.5,16.8,0.447,4.8,9.6,0.493,2.8,7.1,0.385,4.5,5.9,0.764,4.3,3.3,1.1,0.1,2.9,2.4,22.3,7,21,0,6,2,0,0,0,3,0,0.9,0.3,-0.3,-0.597,-23.2,-0.1
2012,27,Arnett Moultrie,21.228,83,Big,Mississippi State University,2011-12,30,1073,6.7,12.2,0.549,6.4,11.6,0.555,0.3,0.7,0.444,4.6,5.9,0.78,11.7,1.3,0.9,0.9,2.7,2.5,18.3,59,729,210,180,12,0.547,,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-3,-0.2
2012,46,Darius Miller,22.105,80,Guard,University of Kentucky,2011-12,40,1043,5.5,11.6,0.474,3.3,5.9,0.569,2.1,5.7,0.376,2.1,2.6,0.797,4.2,3.1,1.3,0.5,2.2,3.3,15.2,102,1460,320,131,89,0.42,0.351,0.841,14.3,3.1,1.3,0.9,1.2,0.04,-2.5,-0.2
2012,50,Izzet Turkyilmaz,22.045,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,57,Ilkan Karaman,22.052,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,54,Tornike Shengelia,20.272,13,,,,,,,,,,,,,,,,,,,,,,,,,247,59,39,17,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-6.6,-0.3,
2012,59,Marcus Denmon,22.106,75,Guard,University of Missouri,2011-12,35,1212,6.6,14.4,0.46,3.3,6.3,0.526,3.3,8,0.407,4,4.4,0.896,5.8,2.4,1.8,0,1.4,1.1,20.4,,,,,,,,,,,,,,,,
2012,35,Draymond Green,22.122,79,Big,Michigan State University,2011-12,37,1229,6.9,15.4,0.449,5.2,11,0.473,1.7,4.4,0.388,4.1,5.6,0.723,12.8,4.6,1.8,1.1,3.6,3.4,19.6,397,10627,3566,2684,1627,0.435,0.334,0.695,26.8,9,6.8,4.1,32.9,0.149,4.1,16.4
2012,4,Dion Waiters,20.206,76,Guard,Syracuse University,2011-12,37,891,7.6,16,0.476,5.8,11,0.529,1.8,5.1,0.363,3.9,5.3,0.729,3.8,4.1,3,0.5,2.2,3.1,21,335,9572,4438,892,909,0.413,0.346,0.698,28.6,13.2,2.7,2.7,7.4,0.037,-2.5,-1.1
2012,29,Marquis Teague,19.125,74,Guard,University of Kentucky,2011-12,40,1303,4.5,10.8,0.412,3.7,8.3,0.438,0.8,2.5,0.325,2.6,3.7,0.714,3.1,5.9,1.1,0.3,3.3,2.8,12.3,88,835,206,84,121,0.349,0.22,0.686,9.5,2.3,1,1.4,-0.8,-0.046,-8.1,-1.3
2012,17,Tyler Zeller,22.168,85,Big,University of North Carolina,2011-12,38,1070,8.2,14.9,0.553,8.2,14.9,0.553,0,0,,6.8,8.4,0.808,13.6,1.3,1.3,2.2,2.7,3.8,23.2,340,6048,2384,1487,316,0.499,0,0.769,17.8,7,4.4,0.9,13.8,0.11,-1.5,0.7
2012,12,Jeremy Lamb,20.034,77,Guard,University of Connecticut,2011-12,34,1266,6.9,14.3,0.478,4.6,7.7,0.601,2.2,6.7,0.336,3.1,3.8,0.81,5.2,1.8,1.3,0.7,2.1,1.8,19.1,276,4688,2214,830,316,0.439,0.324,0.823,17,8,3,1.1,10.5,0.108,-1.4,0.7
2012,39,Khris Middleton,20.326,79,Big,Texas A&M University,2011-12,20,575,7.1,17.1,0.415,5.7,11.8,0.485,1.4,5.4,0.26,2.7,3.6,0.75,6.9,3.1,1.3,0.3,3,2.6,18.3,296,9054,4070,1132,809,0.45,0.404,0.874,30.6,13.8,3.8,2.7,18,0.095,0,4.5
2012,10,Austin Rivers,19.336,76,Guard,Duke University,2011-12,34,1129,6.2,14.2,0.433,4.1,8.6,0.477,2.1,5.6,0.365,4.3,6.5,0.658,4.1,2.5,1.2,0,2.8,2.7,18.7,347,7838,2919,681,745,0.418,0.345,0.651,22.6,8.4,2,2.1,5.5,0.033,-3.1,-2.2
2012,31,Jeff Taylor,23.042,13,,Vanderbilt University,,,,,,,,,,,,,,,,,,,,,,,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2,0.8,1.3,0.024,-3.9,-1.2,
2012,49,Kyle O'Quinn,22.1,82,Big,Norfolk State University,2011-12,36,1125,7.3,12.7,0.573,7.1,11.6,0.61,0.2,1.1,0.188,5.5,8,0.696,13.2,1.8,0.9,3.4,3.4,4.2,20.3,321,4643,1760,1461,378,0.502,0.221,0.735,14.5,5.5,4.6,1.2,11,0.114,1,3.5
2012,8,Terrence Ross,21.149,78,Guard,University of Washington,2011-12,35,1088,7.9,17.3,0.457,5.3,10.1,0.518,2.6,7.1,0.371,2.6,3.5,0.766,8.3,1.8,1.6,1.2,2.6,3.6,21.1,387,9192,3731,1014,362,0.423,0.374,0.803,23.8,9.6,2.6,0.9,14.6,0.076,-0.9,2.6
