name,2015xrapm,2015oxrapm,2015dxrapm,2014xrapm,2014oxrapm,2014dxrapm,2013xrapm,2013oxrapm,2013dxrapm,2012xrapm,2012oxrapm,2012dxrapm,2011xrapm,2011oxrapm,2011dxrapm,2010xrapm,2010oxrapm,2010dxrapm,2009xrapm,2009oxrapm,2009dxrapm,2008xrapm,2008oxrapm,2008dxrapm,2007xrapm,2007oxrapm,2007dxrapm,2006xrapm,2006oxrapm,2006dxrapm,2005xrapm,2005oxrapm,2005dxrapm,
Sergey Karasev,0.48,-0.09,0.56,-2.09,-1.56,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Childress,,,,0.05,0.24,-0.19,-0.89,-0.57,-0.32,-0.74,-0.07,-0.68,-1.88,0.15,-2.03,,,,,,,-1.73,0.53,-2.25,-0.31,-0.06,-0.24,-1.1,1.52,-2.62,-3.02,-0.2,-2.81,
Joe Smith,,,,,,,,,,,,,-0.75,-0.96,0.2,-0.36,0.61,-0.97,-0.36,-1.2,0.83,0.3,-0.14,0.44,0.1,-0.59,0.68,-1.39,0.35,-1.73,-0.11,0.17,-0.28,
Rodney Carney,,,,,,,,,,,,,-1.98,-1.44,-0.55,-1.04,-1.15,0.11,-1.64,-1.43,-0.21,0.09,0.01,0.08,-2.36,-1.37,-0.99,,,,,,,
Reggie Jackson,1.17,0.94,0.23,2.58,1.2,1.38,-0.09,-0.79,0.7,-0.92,-1.54,0.63,,,,,,,,,,,,,,,,,,,,,,
Allen Iverson,,,,,,,,,,,,,,,,-0.94,-1.71,0.76,-1.31,-2.59,1.27,2.72,1.81,0.91,0.71,-0.16,0.87,1.74,2.32,-0.58,-0.4,0.09,-0.49,
Damion James,,,,-0.13,-0.02,-0.11,-0.35,-0.21,-0.14,-0.59,-1.13,0.53,-0.58,-1.31,0.73,,,,,,,,,,,,,,,,,,,
Erik Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.53,-1.66,0.13,
Bonzi Wells,,,,,,,,,,,,,,,,,,,,,,-1.66,-1.96,0.29,-0.76,-1.31,0.55,0.51,1.34,-0.83,-1.99,-2.0,0.01,
Shaquille O'Neal,,,,,,,,,,,,,1.41,1.11,0.3,-1.32,-2.29,0.96,0.8,1.63,-0.83,2.05,-0.1,2.15,-0.1,-0.28,0.18,1.92,1.38,0.54,2.36,1.51,0.85,
Juan Carlos Navarro,,,,,,,,,,,,,,,,,,,,,,-1.62,0.61,-2.23,,,,,,,,,,
Shawn Marion,-1.48,-0.38,-1.1,-0.91,-0.06,-0.85,-1.74,-2.14,0.4,-1.77,-1.85,0.08,-2.17,-2.21,0.04,2.59,1.07,1.52,0.01,-0.44,0.45,1.39,0.02,1.37,3.83,2.67,1.15,1.7,0.84,0.86,3.63,3.67,-0.04,
John Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.15,-1.14,-1.0,-2.54,-1.14,-1.4,
K.J. McDaniels,-2.98,-2.83,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Wesley,,,,,,,,,,,,,,,,,,,,,,,,,-0.43,-0.88,0.46,-0.6,-0.94,0.34,-0.27,-0.01,-0.26,
Will Cherry,-0.49,-0.15,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julyan Stone,,,,-1.77,-1.24,-0.53,0.15,0.13,0.02,0.26,0.78,-0.51,,,,,,,,,,,,,,,,,,,,,,
Marcus Haislip,,,,,,,,,,,,,,,,-0.56,-0.58,0.02,,,,,,,,,,,,,-0.88,-0.72,-0.16,
Erick Dampier,,,,,,,,,,-0.13,-0.29,0.16,-0.01,-0.96,0.95,0.56,-0.43,0.99,-0.71,-0.62,-0.09,-0.66,-0.93,0.27,1.9,-0.26,2.16,1.93,1.12,0.81,1.51,-0.43,1.94,
Furkan Aldemir,-2.63,-0.56,-2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Collins,,,,-1.15,-0.67,-0.48,-0.36,-1.08,0.72,-0.28,-0.71,0.43,2.4,-0.84,3.24,-0.56,-0.78,0.22,-3.7,-3.13,-0.57,-1.4,-2.89,1.49,1.6,-1.54,3.14,0.3,-1.59,1.89,2.59,-2.08,4.67,
Tony Mitchell,,,,-0.43,-0.14,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Farmar,-0.95,-0.93,-0.02,-1.25,-0.07,-1.18,,,,-3.15,-0.56,-2.59,-1.69,-0.56,-1.13,0.73,-0.34,1.07,-1.22,-1.7,0.48,0.8,0.27,0.53,0.05,-0.48,0.53,,,,,,,
Allan Ray,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-0.54,0.04,,,,,,,
Eric Maynor,,,,-4.52,-2.48,-2.05,-1.64,0.33,-1.97,-0.14,0.35,-0.5,1.76,0.97,0.78,-0.19,-1.76,1.56,,,,,,,,,,,,,,,,
Landry Fields,-2.84,-1.91,-0.93,-0.45,-0.31,-0.14,0.53,0.83,-0.29,2.7,0.56,2.14,0.61,1.43,-0.82,,,,,,,,,,,,,,,,,,,
Isaiah Canaan,-1.16,-1.07,-0.09,-1.58,-0.29,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Collier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.14,-3.38,-1.76,
Luigi Datome,0.33,-0.12,0.45,0.43,-0.05,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Thompson,-1.54,-0.73,-0.81,1.28,0.61,0.67,-1.16,-0.06,-1.1,0.4,1.07,-0.67,0.74,0.44,0.3,-0.54,-0.94,0.39,-0.63,-0.59,-0.04,,,,,,,,,,,,,
Thomas Robinson,-0.83,-0.81,-0.02,-1.58,-0.31,-1.26,-3.38,-1.82,-1.56,,,,,,,,,,,,,,,,,,,,,,,,,
Jarnell Stokes,-0.18,-0.7,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jelani McCoy,,,,,,,,,,,,,,,,,,,,,,-0.86,-0.4,-0.46,,,,,,,-0.51,0.06,-0.57,
Travis Best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.22,-1.29,-1.93,
Kevin Durant,2.75,1.37,1.38,4.36,3.62,0.74,3.72,2.73,0.99,1.89,1.62,0.28,2.7,2.93,-0.23,5.62,3.37,2.25,-4.32,-2.21,-2.12,-4.4,-1.56,-2.84,,,,,,,,,,
Solomon Hill,-2.35,-0.96,-1.39,-0.08,0.24,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Buford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.36,-3.24,-1.12,
Othella Harrington,,,,,,,,,,,,,,,,,,,,,,0.59,-0.48,1.07,-0.91,-1.4,0.49,-0.3,-0.27,-0.03,1.62,0.27,1.35,
Blake Griffin,2.18,2.27,-0.09,3.05,1.52,1.53,1.72,2.15,-0.42,3.83,3.05,0.78,0.84,0.59,0.25,,,,,,,,,,,,,,,,,,,
Walter Sharpe,,,,,,,,,,,,,,,,,,,-0.56,-0.38,-0.18,,,,,,,,,,,,,
Zydrunas Ilgauskas,,,,,,,,,,,,,-1.19,-0.08,-1.11,0.06,-0.27,0.33,2.64,0.77,1.87,0.9,-1.03,1.93,0.12,-1.23,1.34,0.52,-0.91,1.43,1.19,0.33,0.86,
Anthony Bennett,-4.79,-1.83,-2.96,-2.69,-1.3,-1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arron Afflalo,-1.3,-0.44,-0.86,-2.56,-1.17,-1.38,-2.67,-0.37,-2.3,-0.8,-0.09,-0.71,0.11,0.14,-0.03,0.18,-0.15,0.33,0.57,0.53,0.04,0.53,-1.24,1.77,,,,,,,,,,
Nate Wolters,-1.52,-1.26,-0.25,1.09,-0.74,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Ratliff,,,,,,,,,,,,,-1.12,-0.84,-0.28,-1.01,-0.66,-0.35,-0.27,0.75,-1.02,-0.43,-1.05,0.62,-1.27,-0.62,-0.66,-0.07,-1.62,1.55,0.08,-1.88,1.96,
Damjan Rudez,-1.11,-0.73,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Jackson,,,,,,,,,,,,,,,,,,,,,,,,,-3.51,-1.84,-1.68,-1.96,-0.35,-1.61,-0.39,-0.27,-0.12,
Tyreke Evans,1.58,2.57,-0.99,-2.77,-0.43,-2.34,-1.4,-0.05,-1.35,-1.91,-0.33,-1.59,-0.28,-1.59,1.31,-2.75,-2.45,-0.3,,,,,,,,,,,,,,,,
Andrew Goudelock,,,,,,,-2.13,-0.9,-1.23,-1.3,-0.8,-0.5,,,,,,,,,,,,,,,,,,,,,,
Donta Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.55,-0.16,-1.77,-0.88,-0.89,
Anthony Grundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.38,0.14,,,,
Baron Davis,,,,,,,,,,0.59,0.3,0.29,1.08,1.64,-0.56,0.2,0.34,-0.14,-2.81,-1.89,-0.92,2.01,2.18,-0.17,4.7,2.96,1.73,1.64,0.98,0.66,2.46,3.35,-0.89,
Mike Miller,-3.93,-2.7,-1.23,-2.67,-0.34,-2.33,0.18,0.27,-0.09,2.39,2.75,-0.36,-1.67,-0.72,-0.95,0.0,1.02,-1.02,-2.42,-0.83,-1.59,0.15,1.01,-0.85,-1.89,-0.86,-1.04,-1.5,-0.59,-0.91,1.64,1.69,-0.05,
Shawn Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,1.3,1.23,
Pavel Podkolzin,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,-0.66,0.04,-0.48,-0.31,-0.18,
Lamar Odom,,,,,,,2.48,-0.03,2.52,-1.96,-1.21,-0.76,1.79,1.31,0.48,2.57,0.27,2.31,8.09,4.25,3.84,1.55,-0.49,2.03,0.71,-0.19,0.89,1.35,0.0,1.35,0.19,-0.48,0.66,
Kevin Love,1.64,1.22,0.43,2.5,2.34,0.16,0.71,-0.32,1.03,1.79,2.06,-0.27,-0.42,0.46,-0.88,0.39,0.68,-0.29,-2.99,-1.62,-1.37,,,,,,,,,,,,,
Tony Parker,-0.57,0.4,-0.97,0.8,0.45,0.35,3.2,1.75,1.44,5.61,2.36,3.25,0.71,-0.59,1.29,0.41,0.83,-0.42,3.04,2.4,0.63,2.18,0.73,1.45,0.92,0.34,0.58,3.3,1.78,1.51,1.41,0.43,0.98,
James Anderson,,,,-3.38,-2.83,-0.56,2.39,1.9,0.49,1.35,1.72,-0.37,-2.36,-1.22,-1.13,,,,,,,,,,,,,,,,,,,
Kyrylo Fesenko,,,,,,,,,,-0.22,-0.07,-0.15,-0.2,-0.99,0.79,1.91,0.2,1.71,-0.2,0.21,-0.41,-0.42,-0.7,0.28,,,,,,,,,,
Travis Outlaw,,,,-1.8,-1.66,-0.14,-1.16,-0.62,-0.54,-0.83,0.64,-1.47,-2.69,-1.04,-1.66,0.05,-0.85,0.91,-1.24,0.18,-1.42,-1.38,0.29,-1.67,-0.68,0.61,-1.29,-3.68,-2.69,-0.99,-1.53,-0.71,-0.83,
Gordan Giricek,,,,,,,,,,,,,,,,,,,,,,0.42,-1.32,1.74,1.99,0.32,1.67,-0.46,-0.97,0.51,-0.33,-0.8,0.47,
Andre Brown,,,,,,,,,,,,,,,,,,,-0.53,-0.32,-0.2,-1.87,0.1,-1.97,-0.78,-1.36,0.58,,,,,,,
Cedric Simmons,,,,,,,,,,,,,,,,,,,-1.43,-0.63,-0.8,-1.67,-1.34,-0.34,-2.28,-1.82,-0.46,,,,,,,
Shabazz Muhammad,-1.56,-0.17,-1.39,-2.03,-0.67,-1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Johnson,0.33,1.23,-0.9,0.65,1.13,-0.48,2.29,2.18,0.11,1.39,1.04,0.35,0.93,1.06,-0.13,0.83,2.23,-1.4,1.87,1.06,0.81,1.41,1.15,0.26,-0.02,0.41,-0.43,-2.44,-1.14,-1.3,2.59,2.41,0.18,
Kawhi Leonard,4.9,1.95,2.95,3.96,1.05,2.91,3.08,0.77,2.31,-0.17,0.74,-0.92,,,,,,,,,,,,,,,,,,,,,,
Marvin Williams,-0.95,-0.71,-0.24,-0.49,0.92,-1.42,-0.99,-2.04,1.06,-0.48,-0.26,-0.23,-0.89,-0.51,-0.38,0.09,-1.13,1.22,-1.59,-0.78,-0.81,-2.19,-0.59,-1.59,-1.58,-0.11,-1.47,0.49,0.57,-0.08,,,,
Jabari Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.63,-1.82,-0.81,
Danny Green,4.2,2.56,1.64,3.72,0.44,3.28,0.47,0.17,0.3,3.02,1.27,1.75,0.54,0.02,0.52,-1.04,-0.51,-0.53,,,,,,,,,,,,,,,,
Tobias Harris,-2.33,-0.69,-1.64,-2.08,-0.5,-1.57,-0.03,-0.24,0.21,-0.97,-0.64,-0.32,,,,,,,,,,,,,,,,,,,,,,
Jodie Meeks,-2.14,-0.86,-1.28,-3.43,-1.03,-2.41,0.58,1.1,-0.53,0.94,0.53,0.41,1.08,0.8,0.28,-1.16,0.67,-1.84,,,,,,,,,,,,,,,,
Nick Van Exel,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.06,-2.52,0.46,-0.59,-0.71,0.12,
Jannero Pargo,-0.66,-0.38,-0.28,-2.11,-0.91,-1.2,-1.89,-0.28,-1.61,0.91,-0.41,1.31,,,,-1.84,-1.1,-0.74,,,,-0.26,-0.53,0.27,-1.58,-2.7,1.12,-1.12,-2.03,0.91,-0.83,-0.05,-0.78,
Kyle Singler,-1.61,-0.31,-1.3,-1.22,-0.62,-0.6,-0.72,-0.48,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Eisley,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.48,-1.14,-0.34,-2.15,-1.01,-1.14,
Bryce Cotton,-0.63,-0.26,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon Powe,,,,,,,,,,,,,-2.04,-0.74,-1.3,-1.57,-1.3,-0.27,1.9,-0.14,2.04,0.69,0.09,0.6,-0.98,-1.98,1.0,,,,,,,
Robert Whaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.82,-1.32,-0.49,,,,
Arvydas Macijauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.36,-1.09,-0.27,,,,
Carrick Felix,,,,-0.25,-0.11,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mychel Thompson,,,,,,,,,,-0.35,-0.24,-0.11,,,,,,,,,,,,,,,,,,,,,,
Brandon Jennings,0.36,0.19,0.17,-1.01,0.24,-1.24,-4.82,-2.08,-2.74,-1.05,0.17,-1.22,-0.28,-0.96,0.69,0.34,0.04,0.29,,,,,,,,,,,,,,,,
Ben Wallace,,,,,,,,,,-0.92,-2.53,1.62,-2.01,-2.13,0.12,1.51,-0.47,1.97,2.45,0.66,1.78,-0.39,-2.32,1.94,-1.1,-1.82,0.72,3.48,0.3,3.17,1.7,0.54,1.16,
Jared Jeffries,,,,,,,0.85,0.47,0.38,-0.24,-1.52,1.28,1.45,1.7,-0.25,0.73,-0.43,1.16,0.2,-0.68,0.89,0.03,0.35,-0.32,-1.08,0.18,-1.26,0.44,-0.98,1.42,0.18,-0.38,0.56,
Scotty Hopson,,,,-0.49,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Marks,,,,,,,,,,,,,-2.47,-1.7,-0.77,-0.3,-0.48,0.18,-1.83,-1.73,-0.1,-2.12,-1.35,-0.77,-0.76,-0.48,-0.28,-1.42,-0.72,-0.7,-1.59,-1.51,-0.09,
Lawrence Funderburke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,0.36,-0.39,
Damone Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,-0.23,-0.11,
Randy Holcomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43,-0.12,-0.32,,,,
Marquis Daniels,,,,,,,-0.45,-2.15,1.7,-0.52,-0.98,0.46,-0.17,-0.93,0.76,0.71,0.65,0.06,0.35,-0.72,1.08,0.56,0.05,0.51,-1.68,-0.99,-0.68,0.18,-0.69,0.88,-1.73,-1.27,-0.47,
Danilo Gallinari,1.17,1.05,0.12,,,,3.02,1.95,1.08,3.08,1.17,1.9,0.01,-0.28,0.29,-0.16,-0.33,0.17,1.23,0.88,0.35,,,,,,,,,,,,,
Spencer Hawes,-1.88,-1.41,-0.48,-2.03,-0.86,-1.17,-0.8,-0.86,0.06,-0.11,-0.24,0.13,-1.41,-1.63,0.22,-1.22,-0.97,-0.25,-4.68,-1.99,-2.69,-0.92,-0.3,-0.62,,,,,,,,,,
Raef LaFrentz,,,,,,,,,,,,,,,,,,,,,,-1.03,-0.73,-0.29,-2.34,-0.57,-1.77,-0.76,-0.66,-0.1,1.0,1.08,-0.08,
Caron Butler,-0.95,-0.96,0.01,-4.01,-1.83,-2.17,0.36,0.69,-0.33,1.09,1.33,-0.24,1.19,-0.66,1.84,-0.79,-0.97,0.17,-1.08,1.39,-2.48,1.91,2.32,-0.41,-0.32,0.42,-0.74,-0.2,0.27,-0.46,-1.79,0.0,-1.79,
Antonio Daniels,,,,,,,,,,,,,-0.14,-0.08,-0.05,,,,-5.09,-2.77,-2.32,-0.57,0.02,-0.59,0.18,0.9,-0.72,0.68,1.65,-0.97,1.14,1.87,-0.73,
Luke Jackson,,,,,,,,,,,,,,,,,,,,,,-0.31,-0.7,0.39,-1.08,-0.42,-0.66,-1.53,-0.96,-0.58,-0.97,-0.44,-0.52,
Chris Singleton,,,,-2.45,-1.58,-0.87,-1.27,-1.23,-0.04,-0.71,-2.33,1.62,,,,,,,,,,,,,,,,,,,,,,
Jordan Adams,-0.06,0.01,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Matthews,2.79,0.5,2.29,-0.03,0.59,-0.62,-0.0,1.5,-1.5,0.73,0.42,0.31,0.01,-0.01,0.02,-0.32,0.5,-0.82,,,,,,,,,,,,,,,,
Maalik Wayns,,,,-0.5,-0.26,-0.24,-1.88,-0.55,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Horry,,,,,,,,,,,,,,,,,,,,,,-0.62,-1.67,1.05,0.37,-1.47,1.84,1.77,0.39,1.38,2.57,2.11,0.46,
Andris Biedrins,,,,-0.16,-0.33,0.17,-1.62,-1.99,0.36,-1.87,-1.25,-0.62,-3.35,-2.23,-1.11,-1.82,-2.09,0.26,-1.22,-1.74,0.52,1.72,1.22,0.5,1.49,-0.3,1.79,1.08,0.91,0.17,0.74,0.87,-0.13,
Andre Miller,-0.8,0.25,-1.05,1.21,-0.08,1.29,0.33,0.23,0.1,1.97,2.86,-0.89,2.72,1.79,0.93,3.35,1.99,1.36,0.08,0.34,-0.26,-1.67,-0.2,-1.47,0.55,1.21,-0.66,1.99,1.29,0.7,1.8,1.23,0.57,
Manu Ginobili,2.64,0.89,1.75,5.39,3.95,1.44,1.91,1.27,0.65,2.75,3.56,-0.81,5.59,3.91,1.68,2.93,2.82,0.12,0.18,0.94,-0.76,4.9,2.32,2.58,4.98,2.78,2.2,4.67,3.67,1.01,7.0,4.16,2.84,
Chris Copeland,-0.63,-0.01,-0.62,-0.41,0.72,-1.13,0.35,0.7,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,
Thabo Sefolosha,3.02,0.81,2.2,-1.26,-1.67,0.41,2.29,0.72,1.57,1.86,-1.17,3.03,0.52,-0.07,0.6,-1.27,-2.34,1.07,-0.43,-1.64,1.21,-0.71,-1.76,1.05,0.73,-1.28,2.01,,,,,,,
Nikola Vucevic,-2.36,-1.58,-0.78,0.15,-0.39,0.54,-2.0,-1.42,-0.58,-0.17,-0.59,0.42,,,,,,,,,,,,,,,,,,,,,,
Mike Hall,,,,,,,,,,,,,,,,,,,,,,,,,-0.63,-0.28,-0.36,,,,,,,
Erick Green,-1.65,-0.68,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Mason,,,,,,,,,,,,,,,,-1.34,-0.45,-0.89,0.58,-0.41,0.98,-0.26,-0.05,-0.21,-2.65,-1.77,-0.87,-3.26,-3.36,0.1,-2.44,0.25,-2.69,
Antonio Burks,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.15,-1.53,0.38,-1.61,-0.71,-0.9,
Bob Sura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.34,-0.04,
Harrison Barnes,1.44,-0.08,1.52,-2.58,-2.13,-0.46,0.64,-0.28,0.92,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Reiner,,,,,,,,,,,,,,,,,,,,,,,,,-2.02,-0.25,-1.77,,,,-1.22,-0.63,-0.59,
Mitch McGary,0.98,0.67,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Ridnour,-3.3,-1.98,-1.32,-2.82,-1.21,-1.6,-0.77,-0.95,0.17,-0.42,0.77,-1.19,-1.08,-0.31,-0.77,-1.76,-0.77,-0.99,-1.5,-1.67,0.17,-0.81,-0.74,-0.08,-2.22,-1.17,-1.05,-2.29,0.91,-3.2,-2.42,-0.45,-1.97,
DeSagana Diop,,,,,,,-0.77,-0.64,-0.13,-2.57,-2.61,0.04,-1.64,-1.48,-0.16,0.65,1.03,-0.38,-3.21,-1.27,-1.94,1.14,-1.12,2.25,0.89,-0.93,1.82,1.78,0.07,1.71,-1.18,-1.9,0.72,
Scott Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.42,-0.87,-0.54,
Corliss Williamson,,,,,,,,,,,,,,,,,,,,,,,,,1.53,-0.2,1.73,0.31,-0.47,0.78,-0.4,-0.07,-0.33,
Darington Hobson,,,,,,,,,,-0.36,-0.41,0.05,,,,,,,,,,,,,,,,,,,,,,
Kareem Rush,,,,,,,,,,,,,,,,-0.19,0.1,-0.28,-0.67,-0.19,-0.48,-1.77,-0.5,-1.27,,,,-2.13,-1.96,-0.17,-2.04,-1.18,-0.86,
Luther Head,,,,,,,,,,,,,-1.59,-0.86,-0.73,-0.05,-0.14,0.09,-2.86,-0.91,-1.95,1.19,-0.33,1.52,-0.96,-0.27,-0.69,0.65,-0.94,1.6,,,,
Chris Kaman,-1.81,-1.07,-0.75,-0.62,-1.55,0.93,-1.44,-1.35,-0.09,0.26,-0.42,0.68,-0.32,-1.85,1.53,-1.81,-2.94,1.13,-1.04,-1.27,0.23,-0.52,-2.34,1.82,-2.33,-2.2,-0.14,0.38,-1.12,1.51,-2.75,-1.67,-1.08,
Anthony Roberson,,,,,,,,,,,,,,,,,,,-2.13,-1.4,-0.73,,,,-2.23,-1.07,-1.15,-0.56,-0.69,0.13,,,,
Dionte Christmas,,,,-1.13,-0.49,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawne Williams,-1.7,-0.04,-1.66,0.77,-0.41,1.17,,,,-2.18,-0.66,-1.52,-0.51,0.91,-1.43,,,,0.07,-0.71,0.78,-0.26,-0.35,0.09,-2.51,-0.39,-2.12,,,,,,,
Raja Bell,,,,,,,,,,-1.08,0.1,-1.17,-3.68,-1.88,-1.8,0.59,-0.07,0.66,0.59,0.19,0.4,1.11,0.6,0.51,2.31,0.89,1.42,0.6,0.54,0.05,-1.23,-0.29,-0.94,
Brad Miller,,,,,,,,,,-1.01,-0.9,-0.11,0.1,-0.26,0.36,-0.67,-0.82,0.15,1.5,1.04,0.46,2.22,1.13,1.09,1.83,0.58,1.24,1.54,1.24,0.3,2.43,1.12,1.31,
Randolph Morris,,,,,,,,,,,,,,,,0.11,-0.3,0.41,-0.12,-0.07,-0.05,-3.7,-1.92,-1.77,-0.96,-0.37,-0.59,,,,,,,
Alan Anderson,1.78,-0.45,2.23,-0.12,-0.75,0.63,-2.24,-0.1,-2.15,0.32,-0.48,0.81,,,,,,,,,,,,,-0.69,-0.92,0.23,-0.07,-0.19,0.12,,,,
Rodney White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.47,-1.79,-0.69,
Jerome James,,,,,,,,,,,,,,,,,,,-0.46,-0.22,-0.24,-0.22,-0.28,0.06,-1.87,-2.46,0.58,-3.47,-2.58,-0.89,-0.59,-1.62,1.02,
Corey Brewer,-0.6,0.09,-0.69,1.92,1.6,0.31,0.78,1.38,-0.6,0.33,0.45,-0.12,-0.28,-0.64,0.35,-1.46,-1.01,-0.45,0.33,-0.49,0.82,-2.4,-1.99,-0.41,,,,,,,,,,
DeQuan Jones,,,,,,,-2.59,-0.43,-2.16,,,,,,,,,,,,,,,,,,,,,,,,,
Sergei Monia,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.77,-1.76,-2.01,,,,
Predrag Drobnjak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,-1.75,0.77,
Elden Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,-1.06,0.56,
Joey Dorsey,-0.63,-0.74,0.12,,,,,,,,,,-0.19,-0.95,0.76,0.67,0.82,-0.15,-0.51,-0.34,-0.17,,,,,,,,,,,,,
Jeremy Lamb,-2.57,-1.63,-0.94,1.07,-0.02,1.08,-1.51,-0.69,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,
Ben McLemore,1.37,0.4,0.97,-4.01,-1.97,-2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anfernee Hardaway,,,,,,,,,,,,,,,,,,,,,,-0.47,-1.12,0.66,,,,0.08,-0.39,0.47,-1.91,-1.22,-0.7,
David Noel,,,,,,,,,,,,,,,,,,,,,,,,,-3.06,-0.36,-2.69,,,,,,,
Guillermo Diaz,,,,,,,,,,,,,,,,,,,,,,-0.17,0.02,-0.19,,,,,,,,,,
Alexey Shved,-1.76,-0.31,-1.45,-0.29,-0.92,0.64,-0.58,-0.61,0.03,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie Griffin,,,,,,,,,,,,,,,,,,,,,,,,,-2.43,-1.45,-0.98,-2.63,-2.24,-0.39,1.13,1.7,-0.57,
Jermaine Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.02,-1.48,-1.54,-1.48,-1.26,-0.22,
Louis Amundson,0.09,-1.16,1.25,-0.92,-0.85,-0.07,-2.11,-1.22,-0.89,-1.52,-1.05,-0.48,-1.62,-1.64,0.02,0.46,-0.5,0.96,0.34,-0.13,0.47,-0.36,-0.21,-0.16,-1.11,-0.8,-0.31,,,,,,,
Patrick Patterson,0.63,2.39,-1.76,2.35,1.58,0.77,0.24,1.39,-1.15,-1.31,-0.88,-0.42,-0.09,-0.12,0.03,,,,,,,,,,,,,,,,,,,
Eric Dawson,,,,,,,,,,-1.52,-0.51,-1.02,,,,,,,,,,,,,,,,,,,,,,
Dennis Horner,,,,,,,,,,-0.98,-0.23,-0.75,,,,,,,,,,,,,,,,,,,,,,
Jason Williams,,,,,,,,,,,,,0.71,0.35,0.36,1.67,1.76,-0.09,,,,-3.82,-1.83,-1.99,0.28,0.23,0.06,-0.4,-0.31,-0.09,-0.2,0.34,-0.54,
Brandon Knight,-1.72,-1.12,-0.6,-2.75,-0.69,-2.06,0.65,-1.0,1.64,-2.66,-1.97,-0.69,,,,,,,,,,,,,,,,,,,,,,
Vin Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,-0.18,0.23,-2.53,-1.28,-1.26,
Tyler Johnson,-1.15,-1.42,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
